ROUTE_ID,TRIP_ID,AVG_DIR,V_ID,TRIP_SPD,HOUR
1-345,23932824-240429-MULTI-Saturday-01,209,814,22.39,21
1-345,23932825-240429-MULTI-Saturday-01,219,813,21.56,22
1-345,23932826-240429-MULTI-Saturday-01,203,2212,19.61,22
1-345,23932829-240429-MULTI-Saturday-01,86,2212,19.33,21
1-345,23932833-240429-MULTI-Saturday-01,98,1108,23.78,21
1-345,23932834-240429-MULTI-Saturday-01,89,1618,25.02,22
1-345,23932836-240429-MULTI-Saturday-01,83,814,23.4,23
1-345,23932837-240429-MULTI-Saturday-01,84,813,26.23,23
1-345,23932853-240429-MULTI-Saturday-01,199,1108,23.02,23
11-345,23925058-240429-MULTI-Weekday-01,206,812,27.86,00
11-345,23925060-240429-MULTI-Weekday-01,108,1702,23.48,00
11-345,23925063-240429-MULTI-Weekday-01,187,911,36.0,00
11-345,23925065-240429-MULTI-Weekday-01,226,1623,25.89,00
11-345,23925066-240429-MULTI-Weekday-01,212,1702,24.48,00
11-345,23925068-240429-MULTI-Weekday-01,96,1623,27.22,01
11-345,23925070-240429-MULTI-Weekday-01,221,2211,24.89,00
11-345,23925071-240429-MULTI-Weekday-01,98,1702,25.72,01
11-345,23927891-240429-MULTI-Weekday-01,114,911,24.78,00
11-345,23932041-240429-MULTI-Saturday-01,219,1613,23.08,07
11-345,23932042-240429-MULTI-Saturday-01,180,2218,24.64,11
11-345,23932043-240429-MULTI-Saturday-01,218,1130,23.19,12
11-345,23932044-240429-MULTI-Saturday-01,83,1104,21.0,07
11-345,23932045-240429-MULTI-Saturday-01,90,2218,20.84,12
11-345,23932046-240429-MULTI-Saturday-01,189,1104,18.73,06
11-345,23932047-240429-MULTI-Saturday-01,203,1304,13.84,06
11-345,23932048-240429-MULTI-Saturday-01,120,1126,22.69,13
11-345,23932050-240429-MULTI-Saturday-01,94,1130,24.16,06
11-345,23932051-240429-MULTI-Saturday-01,156,1126,27.14,06
11-345,23932053-240429-MULTI-Saturday-01,164,1126,26.06,07
11-345,23932054-240429-MULTI-Saturday-01,132,1126,24.66,11
11-345,23932055-240429-MULTI-Saturday-01,217,1126,23.44,12
11-345,23932056-240429-MULTI-Saturday-01,185,1126,23.06,14
11-345,23932057-240429-MULTI-Saturday-01,40,1126,2.04,11
11-345,23932058-240429-MULTI-Saturday-01,237,1126,26.44,06
11-345,23932059-240429-MULTI-Saturday-01,242,1126,26.16,08
11-345,23932060-240429-MULTI-Saturday-01,184,1308,19.95,12
11-345,23932061-240429-MULTI-Saturday-01,122,1308,26.02,06
11-345,23932062-240429-MULTI-Saturday-01,87,1308,20.98,14
11-345,23932064-240429-MULTI-Saturday-01,216,1308,29.73,07
11-345,23932066-240429-MULTI-Saturday-01,214,1308,21.16,12
11-345,23932067-240429-MULTI-Saturday-01,116,1126,21.55,15
11-345,23932068-240429-MULTI-Saturday-01,97,612,22.3,15
11-345,23932069-240429-MULTI-Saturday-01,83,2218,25.69,06
11-345,23932070-240429-MULTI-Saturday-01,232,1126,23.62,16
11-345,23932071-240429-MULTI-Saturday-01,222,1402,21.44,16
11-345,23932072-240429-MULTI-Saturday-01,212,2218,23.86,05
11-345,23932073-240429-MULTI-Saturday-01,215,1308,17.95,15
11-345,23932074-240429-MULTI-Saturday-01,91,1619,27.55,16
11-345,23932075-240429-MULTI-Saturday-01,92,1619,30.97,05
11-345,23932076-240429-MULTI-Saturday-01,94,1619,24.36,14
11-345,23932077-240429-MULTI-Saturday-01,138,1619,28.67,10
11-345,23932078-240429-MULTI-Saturday-01,151,1619,29.62,08
11-345,23932079-240429-MULTI-Saturday-01,86,1619,26.08,12
11-345,23932080-240429-MULTI-Saturday-01,101,1619,25.73,06
11-345,23932081-240429-MULTI-Saturday-01,228,1619,24.02,13
11-345,23932082-240429-MULTI-Saturday-01,128,1619,25.45,06
11-345,23932083-240429-MULTI-Saturday-01,166,1619,20.34,07
11-345,23932084-240429-MULTI-Saturday-01,238,1619,19.16,15
11-345,23932085-240429-MULTI-Saturday-01,234,1619,23.86,09
11-345,23932086-240429-MULTI-Saturday-01,225,1619,24.86,11
11-345,23932087-240429-MULTI-Saturday-01,99,2214,27.83,05
11-345,23932088-240429-MULTI-Saturday-01,216,612,22.55,17
11-345,23932089-240429-MULTI-Saturday-01,212,2214,23.42,06
11-345,23932090-240429-MULTI-Saturday-01,90,1308,20.72,17
11-345,23932091-240429-MULTI-Saturday-01,124,1126,21.33,17
11-345,23932092-240429-MULTI-Saturday-01,72,2216,20.78,16
11-345,23932093-240429-MULTI-Saturday-01,248,1619,19.61,17
11-345,23932094-240429-MULTI-Saturday-01,213,2215,20.66,18
11-345,23932095-240429-MULTI-Saturday-01,210,2216,23.06,14
11-345,23932096-240429-MULTI-Saturday-01,117,2216,27.98,05
11-345,23932097-240429-MULTI-Saturday-01,100,2216,25.2,07
11-345,23932098-240429-MULTI-Saturday-01,207,2216,22.52,09
11-345,23932099-240429-MULTI-Saturday-01,110,2216,22.78,10
11-345,23932100-240429-MULTI-Saturday-01,215,2216,22.42,12
11-345,23932101-240429-MULTI-Saturday-01,66,2216,23.08,13
11-345,23932102-240429-MULTI-Saturday-01,214,2216,26.5,06
11-345,23932103-240429-MULTI-Saturday-01,237,913,20.81,18
11-345,23932104-240429-MULTI-Saturday-01,87,1619,23.47,17
11-345,23932105-240429-MULTI-Saturday-01,223,2216,21.5,17
11-345,23932106-240429-MULTI-Saturday-01,72,612,23.14,18
11-345,23932107-240429-MULTI-Saturday-01,204,1126,22.53,17
11-345,23932108-240429-MULTI-Saturday-01,60,1104,23.84,18
11-345,23932109-240429-MULTI-Saturday-01,210,1308,22.62,18
11-345,23932110-240429-MULTI-Saturday-01,92,2215,25.11,04
11-345,23932111-240429-MULTI-Saturday-01,74,2216,22.83,18
11-345,23932112-240429-MULTI-Saturday-01,128,1126,24.56,18
11-345,23932113-240429-MULTI-Saturday-01,236,1619,20.3,18
11-345,23932114-240429-MULTI-Saturday-01,65,1516,30.38,04
11-345,23932115-240429-MULTI-Saturday-01,74,1308,22.94,19
11-345,23932116-240429-MULTI-Saturday-01,100,1619,25.42,19
11-345,23932117-240429-MULTI-Saturday-01,227,1126,23.97,19
11-345,23932118-240429-MULTI-Saturday-01,111,609,28.67,04
11-345,23932119-240429-MULTI-Saturday-01,221,609,27.02,08
11-345,23932119-240429-MULTI-Saturday-01,221,2214,22.1,08
11-345,23932120-240429-MULTI-Saturday-01,210,2214,20.94,13
11-345,23932121-240429-MULTI-Saturday-01,85,2214,22.92,18
11-345,23932122-240429-MULTI-Saturday-01,73,2214,24.08,09
11-345,23932123-240429-MULTI-Saturday-01,80,609,26.42,06
11-345,23932124-240429-MULTI-Saturday-01,88,2214,19.92,15
11-345,23932125-240429-MULTI-Saturday-01,95,2214,22.62,20
11-345,23932126-240429-MULTI-Saturday-01,207,609,19.95,05
11-345,23932127-240429-MULTI-Saturday-01,223,2214,24.23,11
11-345,23932128-240429-MULTI-Saturday-01,144,1126,30.84,20
11-345,23932129-240429-MULTI-Saturday-01,209,2214,23.33,19
11-345,23932130-240429-MULTI-Saturday-01,216,2214,21.94,16
11-345,23932131-240429-MULTI-Saturday-01,237,1619,25.39,20
11-345,23932132-240429-MULTI-Saturday-01,84,1619,22.67,21
11-345,23932133-240429-MULTI-Saturday-01,100,2214,23.88,12
11-345,23932134-240429-MULTI-Saturday-01,202,1308,24.8,21
11-345,23932135-240429-MULTI-Saturday-01,206,1126,25.02,21
11-345,23932136-240429-MULTI-Saturday-01,209,1613,23.42,22
11-345,23932137-240429-MULTI-Saturday-01,203,1401,25.23,21
11-345,23932138-240429-MULTI-Saturday-01,63,1308,25.38,21
11-345,23932139-240429-MULTI-Saturday-01,215,2214,20.45,22
11-345,23932140-240429-MULTI-Saturday-01,116,1126,27.75,22
11-345,23932143-240429-MULTI-Saturday-01,110,2214,25.12,22
11-345,23932147-240429-MULTI-Saturday-01,237,2214,33.7,23
11-345,23932863-240429-MULTI-Saturday-01,85,1304,24.53,08
11-345,23933669-240429-MULTI-Saturday-01,60,1613,28.1,23
115-345,23925135-240429-MULTI-Weekday-01,208,637,33.56,00
115-345,23925137-240429-MULTI-Weekday-01,135,637,27.98,00
115-345,23925140-240429-MULTI-Weekday-01,138,637,31.05,00
115-345,23925141-240429-MULTI-Weekday-01,254,637,33.88,01
115-345,23932150-240429-MULTI-Saturday-01,276,1511,21.47,22
115-345,23932151-240429-MULTI-Saturday-01,234,1511,27.69,21
115-345,23932152-240429-MULTI-Saturday-01,120,1515,29.23,22
115-345,23932153-240429-MULTI-Saturday-01,128,1515,35.7,18
115-345,23932154-240429-MULTI-Saturday-01,110,1511,28.62,20
115-345,23932155-240429-MULTI-Saturday-01,247,1511,25.84,18
115-345,23932156-240429-MULTI-Saturday-01,262,1511,30.2,11
115-345,23932157-240429-MULTI-Saturday-01,114,1515,26.39,11
115-345,23932158-240429-MULTI-Saturday-01,124,1511,27.56,07
115-345,23932159-240429-MULTI-Saturday-01,232,1511,34.56,08
115-345,23932160-240429-MULTI-Saturday-01,189,1511,31.44,05
115-345,23932161-240429-MULTI-Saturday-01,119,1511,36.06,09
115-345,23932162-240429-MULTI-Saturday-01,122,1511,28.33,06
115-345,23932163-240429-MULTI-Saturday-01,124,1511,33.25,05
115-345,23932164-240429-MULTI-Saturday-01,284,1515,34.3,07
115-345,23932165-240429-MULTI-Saturday-01,194,1515,34.6,08
115-345,23932166-240429-MULTI-Saturday-01,180,1515,34.06,20
115-345,23932167-240429-MULTI-Saturday-01,109,1511,31.38,18
115-345,23932168-240429-MULTI-Saturday-01,203,1511,25.8,14
115-345,23932169-240429-MULTI-Saturday-01,108,1515,37.56,17
115-345,23932170-240429-MULTI-Saturday-01,110,1515,25.69,09
115-345,23932171-240429-MULTI-Saturday-01,167,1511,35.06,07
115-345,23932172-240429-MULTI-Saturday-01,214,1515,26.05,12
115-345,23932174-240429-MULTI-Saturday-01,238,1511,31.44,15
115-345,23932175-240429-MULTI-Saturday-01,121,1511,29.14,10
115-345,23932176-240429-MULTI-Saturday-01,205,1511,23.62,17
115-345,23932177-240429-MULTI-Saturday-01,113,1515,29.03,13
115-345,23932178-240429-MULTI-Saturday-01,107,1515,28.1,08
115-345,23932179-240429-MULTI-Saturday-01,168,1511,22.03,09
115-345,23932180-240429-MULTI-Saturday-01,108,1511,35.22,11
115-345,23932181-240429-MULTI-Saturday-01,189,1515,32.12,14
115-345,23932182-240429-MULTI-Saturday-01,193,1515,30.02,17
115-345,23932183-240429-MULTI-Saturday-01,105,1515,32.3,16
115-345,23932185-240429-MULTI-Saturday-01,231,1511,26.8,23
115-345,23932186-240429-MULTI-Saturday-01,122,1515,25.6,21
115-345,23932187-240429-MULTI-Saturday-01,116,1515,30.17,20
115-345,23932188-240429-MULTI-Saturday-01,267,1515,26.28,18
115-345,23932189-240429-MULTI-Saturday-01,228,1511,30.25,16
115-345,23932190-240429-MULTI-Saturday-01,192,1515,32.16,11
115-345,23932191-240429-MULTI-Saturday-01,122,1515,27.39,07
115-345,23932192-240429-MULTI-Saturday-01,113,1515,30.39,14
115-345,23932193-240429-MULTI-Saturday-01,210,1515,28.14,22
115-345,23932194-240429-MULTI-Saturday-01,144,1515,20.23,05
115-345,23932195-240429-MULTI-Saturday-01,111,1515,30.75,23
115-345,23932196-240429-MULTI-Saturday-01,118,1515,31.84,15
115-345,23932197-240429-MULTI-Saturday-01,112,1511,32.12,19
115-345,23932198-240429-MULTI-Saturday-01,212,1515,27.12,06
115-345,23932199-240429-MULTI-Saturday-01,116,1511,29.67,12
115-345,23932200-240429-MULTI-Saturday-01,265,1511,24.55,10
115-345,23932201-240429-MULTI-Saturday-01,142,1511,26.4,15
115-345,23932202-240429-MULTI-Saturday-01,251,1511,33.2,13
115-345,23932203-240429-MULTI-Saturday-01,247,1515,29.66,19
115-345,23932204-240429-MULTI-Saturday-01,222,1515,33.47,21
115-345,23932205-240429-MULTI-Saturday-01,106,1511,28.72,13
115-345,23932206-240429-MULTI-Saturday-01,111,1515,30.78,10
115-345,23932207-240429-MULTI-Saturday-01,188,1515,30.77,13
115-345,23932208-240429-MULTI-Saturday-01,122,1511,30.27,22
115-345,23932210-240429-MULTI-Saturday-01,106,1511,30.02,14
115-345,23932211-240429-MULTI-Saturday-01,203,1511,29.25,20
115-345,23932212-240429-MULTI-Saturday-01,111,1511,33.16,17
115-345,23932213-240429-MULTI-Saturday-01,210,1515,31.06,10
115-345,23932214-240429-MULTI-Saturday-01,271,1515,28.17,15
115-345,23932215-240429-MULTI-Saturday-01,119,1511,32.34,21
12-345,23931840-240429-MULTI-Saturday-01,258,623,19.06,08
12-345,23931841-240429-MULTI-Saturday-01,255,1307,20.5,09
12-345,23931842-240429-MULTI-Saturday-01,236,623,17.78,10
12-345,23931843-240429-MULTI-Saturday-01,242,1307,18.08,11
12-345,23931844-240429-MULTI-Saturday-01,242,623,17.33,12
12-345,23931845-240429-MULTI-Saturday-01,245,1307,18.98,13
12-345,23931846-240429-MULTI-Saturday-01,220,623,17.86,14
12-345,23931847-240429-MULTI-Saturday-01,237,1307,19.1,15
12-345,23931848-240429-MULTI-Saturday-01,238,623,17.11,16
12-345,23931849-240429-MULTI-Saturday-01,215,1307,16.58,17
12-345,23931850-240429-MULTI-Saturday-01,214,623,17.14,18
12-345,23931851-240429-MULTI-Saturday-01,253,1307,20.39,19
12-345,23931852-240429-MULTI-Saturday-01,144,623,22.47,08
12-345,23931853-240429-MULTI-Saturday-01,130,1307,23.47,11
12-345,23931854-240429-MULTI-Saturday-01,143,1307,17.34,09
12-345,23931855-240429-MULTI-Saturday-01,132,1307,17.47,13
12-345,23931856-240429-MULTI-Saturday-01,158,623,17.14,10
12-345,23931857-240429-MULTI-Saturday-01,139,623,21.6,12
12-345,23931858-240429-MULTI-Saturday-01,154,623,16.55,14
12-345,23931859-240429-MULTI-Saturday-01,138,1307,19.81,15
12-345,23931860-240429-MULTI-Saturday-01,150,623,20.97,16
12-345,23931862-240429-MULTI-Saturday-01,147,1307,16.14,17
12-345,23931863-240429-MULTI-Saturday-01,118,623,21.3,18
12-345,23931916-240429-MULTI-Saturday-01,155,1307,23.14,19
12-345,23931917-240429-MULTI-Saturday-01,236,825,18.92,20
12-345,23931918-240429-MULTI-Saturday-01,244,1307,18.6,21
12-345,23931919-240429-MULTI-Saturday-01,157,825,17.08,20
13-345,23931886-240429-MULTI-Saturday-01,130,821,19.31,08
13-345,23931887-240429-MULTI-Saturday-01,236,821,24.69,08
13-345,23931888-240429-MULTI-Saturday-01,190,821,21.12,19
13-345,23931889-240429-MULTI-Saturday-01,126,821,21.1,09
13-345,23931890-240429-MULTI-Saturday-01,145,821,19.55,11
13-345,23931891-240429-MULTI-Saturday-01,139,821,25.2,10
13-345,23931892-240429-MULTI-Saturday-01,131,821,19.75,14
13-345,23931893-240429-MULTI-Saturday-01,150,821,21.5,15
13-345,23931894-240429-MULTI-Saturday-01,146,821,21.81,12
13-345,23931896-240429-MULTI-Saturday-01,126,821,21.23,16
13-345,23931897-240429-MULTI-Saturday-01,145,821,20.77,17
13-345,23931898-240429-MULTI-Saturday-01,120,821,20.95,18
13-345,23931899-240429-MULTI-Saturday-01,146,821,20.28,19
13-345,23931900-240429-MULTI-Saturday-01,116,821,23.16,09
13-345,23931901-240429-MULTI-Saturday-01,108,821,20.28,10
13-345,23931902-240429-MULTI-Saturday-01,120,821,8.05,11
13-345,23931903-240429-MULTI-Saturday-01,253,821,19.97,15
13-345,23931904-240429-MULTI-Saturday-01,231,821,22.28,12
13-345,23931905-240429-MULTI-Saturday-01,123,821,22.0,13
13-345,23931906-240429-MULTI-Saturday-01,119,821,7.973,14
13-345,23931907-240429-MULTI-Saturday-01,120,821,8.414,16
13-345,23931908-240429-MULTI-Saturday-01,121,821,8.59,17
13-345,23931909-240429-MULTI-Saturday-01,135,821,19.3,18
14-345,23926465-240429-MULTI-Weekday-01,227,813,23.45,00
14-345,23926476-240429-MULTI-Weekday-01,111,1620,25.95,00
14-345,23926489-240429-MULTI-Weekday-01,260,813,33.25,01
14-345,23926490-240429-MULTI-Weekday-01,146,813,34.03,00
14-345,23926493-240429-MULTI-Weekday-01,249,806,33.75,00
14-345,23926494-240429-MULTI-Weekday-01,281,1620,28.11,00
14-345,23926626-240429-MULTI-Weekday-01,279,1514,24.72,00
14-345,23926628-240429-MULTI-Weekday-01,135,1514,46.44,00
14-345,23926632-240429-MULTI-Weekday-01,135,813,51.12,01
14-345,23931051-240429-MULTI-Saturday-01,192,1518,18.36,05
14-345,23931052-240429-MULTI-Saturday-01,251,2221,27.0,05
14-345,23931053-240429-MULTI-Saturday-01,220,808,26.77,06
14-345,23931055-240429-MULTI-Saturday-01,144,808,20.9,05
14-345,23931056-240429-MULTI-Saturday-01,203,1518,38.78,06
14-345,23931137-240429-MULTI-Saturday-01,222,808,14.805,05
14-345,23944494-240429-MULTI-Saturday-01,203,1518,3.506,22
14-345,23944497-240429-MULTI-Saturday-01,245,1518,19.9,20
14-345,23944499-240429-MULTI-Saturday-01,135,2221,19.22,06
14-345,23944500-240429-MULTI-Saturday-01,137,1111,23.4,06
14-345,23944501-240429-MULTI-Saturday-01,132,808,22.4,07
14-345,23944503-240429-MULTI-Saturday-01,134,2221,21.19,08
14-345,23944504-240429-MULTI-Saturday-01,137,1111,24.16,08
14-345,23944505-240429-MULTI-Saturday-01,141,808,25.34,08
14-345,23944507-240429-MULTI-Saturday-01,139,2221,20.83,09
14-345,23944508-240429-MULTI-Saturday-01,137,1111,24.4,10
14-345,23944509-240429-MULTI-Saturday-01,146,808,23.92,10
14-345,23944511-240429-MULTI-Saturday-01,133,2221,21.38,11
14-345,23944512-240429-MULTI-Saturday-01,133,1111,21.89,11
14-345,23944513-240429-MULTI-Saturday-01,149,808,24.0,12
14-345,23944514-240429-MULTI-Saturday-01,234,1518,17.75,12
14-345,23944515-240429-MULTI-Saturday-01,138,2221,18.45,13
14-345,23944516-240429-MULTI-Saturday-01,142,1111,20.27,13
14-345,23944517-240429-MULTI-Saturday-01,140,808,23.6,14
14-345,23944519-240429-MULTI-Saturday-01,136,2221,24.0,15
14-345,23944520-240429-MULTI-Saturday-01,147,1111,19.58,15
14-345,23944521-240429-MULTI-Saturday-01,143,2218,24.56,15
14-345,23944522-240429-MULTI-Saturday-01,144,1518,17.25,16
14-345,23944523-240429-MULTI-Saturday-01,142,2221,20.38,16
14-345,23944524-240429-MULTI-Saturday-01,132,1111,25.05,17
14-345,23944525-240429-MULTI-Saturday-01,132,2218,21.08,17
14-345,23944526-240429-MULTI-Saturday-01,171,1518,21.67,18
14-345,23944527-240429-MULTI-Saturday-01,135,2221,21.98,18
14-345,23944529-240429-MULTI-Saturday-01,129,2218,24.56,19
14-345,23944530-240429-MULTI-Saturday-01,156,1518,22.3,19
14-345,23944531-240429-MULTI-Saturday-01,136,2221,20.11,20
14-345,23944533-240429-MULTI-Saturday-01,137,2218,22.88,21
14-345,23944535-240429-MULTI-Saturday-01,135,2221,24.14,21
14-345,23944537-240429-MULTI-Saturday-01,141,2218,26.45,22
14-345,23944538-240429-MULTI-Saturday-01,238,1518,2.621,23
14-345,23944539-240429-MULTI-Saturday-01,119,2221,30.23,23
14-345,23944541-240429-MULTI-Saturday-01,240,2221,23.77,07
14-345,23944542-240429-MULTI-Saturday-01,220,808,29.08,07
14-345,23944567-240429-MULTI-Saturday-01,226,2221,26.69,08
14-345,23944568-240429-MULTI-Saturday-01,227,808,22.2,09
14-345,23944569-240429-MULTI-Saturday-01,249,2221,24.62,10
14-345,23944570-240429-MULTI-Saturday-01,231,808,26.1,11
14-345,23944571-240429-MULTI-Saturday-01,227,2221,25.8,12
14-345,23944572-240429-MULTI-Saturday-01,252,808,29.38,13
14-345,23944573-240429-MULTI-Saturday-01,263,2221,19.44,14
14-345,23944574-240429-MULTI-Saturday-01,230,808,23.86,14
14-345,23944575-240429-MULTI-Saturday-01,236,2221,23.83,15
14-345,23944576-240429-MULTI-Saturday-01,254,2218,19.89,16
14-345,23944577-240429-MULTI-Saturday-01,264,2221,18.77,17
14-345,23944578-240429-MULTI-Saturday-01,241,2218,23.05,18
14-345,23944579-240429-MULTI-Saturday-01,248,2221,21.48,19
14-345,23944580-240429-MULTI-Saturday-01,242,2218,20.31,19
14-345,23944581-240429-MULTI-Saturday-01,243,2221,22.62,20
14-345,23944582-240429-MULTI-Saturday-01,230,2218,24.05,21
